Date,State,TotalSamples,Negative,Positive
7/26/2020,Tamil Nadu,2351463,,213723
7/27/2020,Tamil Nadu,2414713,,220716
7/28/2020,Tamil Nadu,2475866,,227688
7/29/2020,Tamil Nadu,2536660,,234114
7/30/2020,Tamil Nadu,2597862,,239978
7/31/2020,Tamil Nadu,2658138,,245859
8/1/2020,Tamil Nadu,2718718,,251738
8/2/2020,Tamil Nadu,2779062,,257613
8/3/2020,Tamil Nadu,2837273,,263222
8/4/2020,Tamil Nadu,2892395,,268285
8/5/2020,Tamil Nadu,2953561,,273460
8/6/2020,Tamil Nadu,3020714,,279144
8/7/2020,Tamil Nadu,3088066,,285024
8/8/2020,Tamil Nadu,3155619,,290907
8/9/2020,Tamil Nadu,3225805,,296901
8/10/2020,Tamil Nadu,3292958,,302815
8/11/2020,Tamil Nadu,3360450,,
8/12/2020,Tamil Nadu,3432025,,
8/13/2020,Tamil Nadu,3499300,,320355
8/14/2020,Tamil Nadu,3569453,,326245
8/15/2020,Tamil Nadu,3640796,,332105
8/16/2020,Tamil Nadu,3711246,,338055
8/17/2020,Tamil Nadu,3778778,,343945
8/18/2020,Tamil Nadu,3845803,,349654
8/19/2020,Tamil Nadu,3913523,,355449
8/20/2020,Tamil Nadu,3988599,,361435
8/21/2020,Tamil Nadu,4062943,,367430
8/22/2020,Tamil Nadu,4136490,,
8/23/2020,Tamil Nadu,4206617,,
8/24/2020,Tamil Nadu,4276640,,
8/25/2020,Tamil Nadu,4346861,,
8/26/2020,Tamil Nadu,4422361,,
8/27/2020,Tamil Nadu,4498706,,
8/28/2020,Tamil Nadu,4573809,,
8/29/2020,Tamil Nadu,4654797,,
8/30/2020,Tamil Nadu,4738047,,
4/19/2020,Telangana,14962,14104,858
4/28/2020,Telangana,19063,,1009
4/29/2020,Telangana,19278,,1016
5/16/2020,Telangana,23388,,1551
6/16/2020,Telangana,44431,39025,5406
6/17/2020,Telangana,45911,40236,5675
6/19/2020,Telangana,50569,44043,6526
6/20/2020,Telangana,53757,46685,7072
6/21/2020,Telangana,57054,49252,7802
6/22/2020,Telangana,60243,51569,8674
6/23/2020,Telangana,63249,53696,9553
6/24/2020,Telangana,67318,56874,10444
6/25/2020,Telangana,70934,59570,11364
6/26/2020,Telangana,75308,62959,12349
6/27/2020,Telangana,79231,65795,13436
6/28/2020,Telangana,82458,68039,14419
6/29/2020,Telangana,85106,69712,15394
6/30/2020,Telangana,88563,72224,16339
7/1/2020,Telangana,92797,75440,17357
7/2/2020,Telangana,98153,79583,18570
7/3/2020,Telangana,104118,83656,20462
7/4/2020,Telangana,110545,83656,22312
7/5/2020,Telangana,115835,91933,23902
7/6/2020,Telangana,122218,96485,25733
7/7/2020,Telangana,128438,100826,27612
7/8/2020,Telangana,134801,105265,29536
7/9/2020,Telangana,140755,109809,30946
7/10/2020,Telangana,151109,118885,32224
7/11/2020,Telangana,162171,128769,33402
7/12/2020,Telangana,170324,135653,34671
7/13/2020,Telangana,181849,145628,36221
7/14/2020,Telangana,195024,157279,37745
7/15/2020,Telangana,208666,169324,39342
7/16/2020,Telangana,222693,,41018
7/17/2020,Telangana,237817,,42496
7/18/2020,Telangana,252700,,43780
7/19/2020,Telangana,265219,,45076
7/20/2020,Telangana,276222,,46274
7/21/2020,Telangana,293077,,47705
7/22/2020,Telangana,308959,,49259
7/23/2020,Telangana,322326,,50826
7/24/2020,Telangana,337771,,52466
7/25/2020,Telangana,353425,,54059
7/27/2020,Telangana,363242,,55532
7/28/2020,Telangana,379081,,57142
7/29/2020,Telangana,397939,,58906
7/30/2020,Telangana,416202,,60717
7/31/2020,Telangana,437582,,62703
8/1/2020,Telangana,458593,,64786
8/2/2020,Telangana,477795,,66677
8/3/2020,Telangana,487238,,67660
8/4/2020,Telangana,501025,,68946
8/5/2020,Telangana,522143,,70958
8/6/2020,Telangana,543489,,73050
8/7/2020,Telangana,566984,,75257
8/8/2020,Telangana,590306,,77513
8/9/2020,Telangana,613231,,79495
8/10/2020,Telangana,624840,,80751
8/11/2020,Telangana,642875,,82647
8/12/2020,Telangana,665847,,
8/13/2020,Telangana,689150,,
8/14/2020,Telangana,711196,,
8/15/2020,Telangana,732435,,90259
8/16/2020,Telangana,744555,,91361
8/17/2020,Telangana,753349,,
8/18/2020,Telangana,772928,,93937
8/19/2020,Telangana,797470,,95700
8/20/2020,Telangana,821311,,97424
8/21/2020,Telangana,848078,,99391
8/22/2020,Telangana,891173,,101865
8/23/2020,Telangana,931839,,104249
8/24/2020,Telangana,968121,,106091
8/25/2020,Telangana,1021054,,108670
8/26/2020,Telangana,1082094,,111688
8/27/2020,Telangana,1142480,,114483
8/28/2020,Telangana,1204343,,117415
8/29/2020,Telangana,1266643,,120166
8/30/2020,Telangana,1327791,,123090
4/11/2020,Tripura,337,335,2
4/15/2020,Tripura,738,,2
4/16/2020,Tripura,762,760,2
4/21/2020,Tripura,2604,2602,2
4/22/2020,Tripura,3215,3123,2
5/1/2020,Tripura,4828,4825,3
5/2/2020,Tripura,4955,4950,5
5/3/2020,Tripura,5162,5157,5
5/4/2020,Tripura,5394,5377,17
5/5/2020,Tripura,5850,5820,30
5/6/2020,Tripura,6228,6185,43
5/7/2020,Tripura,6917,6828,89
5/8/2020,Tripura,7448,7359,89
5/9/2020,Tripura,8340,8221,119
5/10/2020,Tripura,9091,8955,136
5/11/2020,Tripura,9596,9442,154
5/12/2020,Tripura,10344,10189,155
5/13/2020,Tripura,11146,10991,155
5/14/2020,Tripura,11804,11648,156
5/15/2020,Tripura,12561,12405,156
5/16/2020,Tripura,13178,13011,167
5/17/2020,Tripura,13750,13583,167
5/18/2020,Tripura,14286,14119,167
5/19/2020,Tripura,15083,14914,169
5/20/2020,Tripura,15822,15694,173
5/21/2020,Tripura,16873,16610,173
5/22/2020,Tripura,17721,17546,175
5/23/2020,Tripura,18737,18546,191
5/24/2020,Tripura,19278,19537,191
5/25/2020,Tripura,20871,20637,198
5/26/2020,Tripura,22049,21840,209
5/27/2020,Tripura,23264,23032,232
5/28/2020,Tripura,24126,23884,242
5/29/2020,Tripura,25403,25159,244
5/30/2020,Tripura,26376,26105,271
5/31/2020,Tripura,27475,27159,316
6/1/2020,Tripura,28360,27937,423
6/2/2020,Tripura,29066,28595,471
6/3/2020,Tripura,30481,29859,622
6/4/2020,Tripura,31138,30492,646
6/5/2020,Tripura,32300,31606,694
6/6/2020,Tripura,33331,32582,749
6/7/2020,Tripura,35263,34461,802
6/8/2020,Tripura,37453,36613,840
6/9/2020,Tripura,38572,37706,866
6/10/2020,Tripura,40027,39130,897
6/11/2020,Tripura,41389,40474,915
6/12/2020,Tripura,40837,39877,960
6/13/2020,Tripura,43972,42930,1042
6/14/2020,Tripura,46015,44940,1075
6/15/2020,Tripura,47683,46599,1084
6/16/2020,Tripura,49208,48118,1090
6/17/2020,Tripura,50268,49135,1133
6/18/2020,Tripura,51495,50341,1154
6/19/2020,Tripura,52752,51571,1181
6/20/2020,Tripura,53905,52716,1189
6/21/2020,Tripura,54983,53759,1224
6/22/2020,Tripura,56035,54795,1240
6/23/2020,Tripura,56901,55638,1263
6/24/2020,Tripura,57753,56490,1263
6/25/2020,Tripura,59025,57730,1295
6/26/2020,Tripura,60199,58869,1330
6/27/2020,Tripura,61194,59855,1339
6/28/2020,Tripura,62278,60927,1351
6/29/2020,Tripura,63364,61979,1385
6/30/2020,Tripura,64478,63085,1393
7/1/2020,Tripura,65549,64148,1401
7/2/2020,Tripura,67255,65815,1440
7/3/2020,Tripura,68634,67101,1533
7/4/2020,Tripura,69891,68333,1558
7/5/2020,Tripura,71338,69757,1581
7/6/2020,Tripura,73058,71366,1692
7/7/2020,Tripura,74230,72514,1716
7/8/2020,Tripura,75641,73868,1773
7/9/2020,Tripura,77439,75650,1789
7/10/2020,Tripura,79429,77498,1931
7/11/2020,Tripura,81631,79669,1962
7/12/2020,Tripura,83353,81286,2067
7/13/2020,Tripura,86211,84118,2093
7/14/2020,Tripura,88677,86494,2183
7/15/2020,Tripura,92313,90032,2281
7/16/2020,Tripura,95328,,2379
7/17/2020,Tripura,97471,95092,2497
7/18/2020,Tripura,105058,102390,2668
7/19/2020,Tripura,109290,106398,2892
7/20/2020,Tripura,114165,111072,3093
7/21/2020,Tripura,119046,115701,3345
7/22/2020,Tripura,123269,119801,3471
7/23/2020,Tripura,127742,,3677
7/24/2020,Tripura,131485,127708,3777
7/25/2020,Tripura,135436,131554,3882
7/26/2020,Tripura,138100,134181,3919
7/27/2020,Tripura,142275,138209,4066
7/28/2020,Tripura,148877,144590,4287
7/29/2020,Tripura,156382,151879,4503
7/30/2020,Tripura,163640,158918,4722
7/31/2020,Tripura,170834,165838,4996
8/1/2020,Tripura,176171,170923,5248
8/2/2020,Tripura,180684,175295,5389
8/4/2020,Tripura,184227,178707,5520
8/5/2020,Tripura,187848,182205,5643
8/6/2020,Tripura,190492,184752,5740
8/7/2020,Tripura,193268,187400,5868
8/8/2020,Tripura,196440,190426,6014
8/9/2020,Tripura,199937,193776,6161
8/10/2020,Tripura,202004,195781,6223
8/11/2020,Tripura,205125,198738,6387
8/12/2020,Tripura,208165,201668,6497
8/13/2020,Tripura,210678,204060,6618
8/14/2020,Tripura,213730,206948,6782
8/15/2020,Tripura,217119,210170,6949
8/16/2020,Tripura,218981,211905,7076
8/17/2020,Tripura,220789,213570,7219
8/18/2020,Tripura,223966,216542,7424
8/19/2020,Tripura,228003,220343,7660
8/20/2020,Tripura,230716,222866,7850
8/21/2020,Tripura,233713,225607,8106
8/22/2020,Tripura,237750,229364,8386
8/23/2020,Tripura,241101,232384,8717
8/24/2020,Tripura,243613,234696,8917
8/25/2020,Tripura,247299,238089,9210
8/26/2020,Tripura,251657,242118,9539
8/27/2020,Tripura,255877,245953,9924
8/28/2020,Tripura,260373,249940,10433
8/29/2020,Tripura,264655,253779,10876
8/30/2020,Tripura,268276,256953,11323
4/5/2020,Uttar Pradesh,5255,4796,278
4/5/2020,Uttar Pradesh,5255,4796,278
4/9/2020,Uttar Pradesh,8402,7898,410
4/10/2020,Uttar Pradesh,9332,8798,433
4/11/2020,Uttar Pradesh,10595,10012,452
4/12/2020,Uttar Pradesh,11855,11250,483
4/13/2020,Uttar Pradesh,13287,12542,558
4/14/2020,Uttar Pradesh,15914,15134,660
4/15/2020,Uttar Pradesh,19506,18595,727
4/16/2020,Uttar Pradesh,21384,20374,805
4/17/2020,Uttar Pradesh,24643,23648,849
4/18/2020,Uttar Pradesh,28484,27262,974
4/19/2020,Uttar Pradesh,31767,,1100
4/20/2020,Uttar Pradesh,34326,32874,1184
4/21/2020,Uttar Pradesh,37933,36378,1337
4/22/2020,Uttar Pradesh,42192,40263,1449
4/23/2020,Uttar Pradesh,45483,43495,1510
4/24/2020,Uttar Pradesh,53166,51161,1621
4/25/2020,Uttar Pradesh,56851,54216,1793
4/26/2020,Uttar Pradesh,61799,58492,1873
4/27/2020,Uttar Pradesh,67145,64139,1896
4/28/2020,Uttar Pradesh,70307,67266,2053
4/29/2020,Uttar Pradesh,73716,70436,2134
4/30/2020,Uttar Pradesh,78013,74864,2211
5/1/2020,Uttar Pradesh,82459,79091,2328
5/2/2020,Uttar Pradesh,85729,82356,2487
5/3/2020,Uttar Pradesh,95841,91828,2645
5/4/2020,Uttar Pradesh,98300,94682,2766
5/5/2020,Uttar Pradesh,105234,101389,2880
5/6/2020,Uttar Pradesh,109888,106043,2998
5/7/2020,Uttar Pradesh,113670,109628,3071
5/8/2020,Uttar Pradesh,119688,115646,3214
5/9/2020,Uttar Pradesh,124791,120764,3373
5/10/2020,Uttar Pradesh,129955,125696,3467
5/11/2020,Uttar Pradesh,135760,131293,3573
5/12/2020,Uttar Pradesh,140166,135754,3664
5/13/2020,Uttar Pradesh,145637,141068,3578
5/14/2020,Uttar Pradesh,153139,147755,3902
5/15/2020,Uttar Pradesh,159282,153588,4057
5/16/2020,Uttar Pradesh,163105,157001,4258
5/17/2020,Uttar Pradesh,172219,165832,4464
5/18/2020,Uttar Pradesh,176479,170132,4605
5/19/2020,Uttar Pradesh,182184,175412,4926
5/20/2020,Uttar Pradesh,191164,184209,5175
5/21/2020,Uttar Pradesh,206811,199469,5515
5/22/2020,Uttar Pradesh,214060,207079,5735
5/23/2020,Uttar Pradesh,217867,210864,6017
5/24/2020,Uttar Pradesh,229621,222341,6268
5/25/2020,Uttar Pradesh,235622,228173,6497
5/26/2020,Uttar Pradesh,240588,232290,6724
5/27/2020,Uttar Pradesh,240588,239592,6991
5/28/2020,Uttar Pradesh,256267,247747,7170
5/29/2020,Uttar Pradesh,270920,261911,7445
5/30/2020,Uttar Pradesh,279288,270160,7701
5/31/2020,Uttar Pradesh,289892,279569,8075
6/1/2020,Uttar Pradesh,297903,287806,8361
6/2/2020,Uttar Pradesh,307621,296705,8729
6/3/2020,Uttar Pradesh,317780,306672,8870
6/4/2020,Uttar Pradesh,330663,318562,9237
6/5/2020,Uttar Pradesh,344717,332126,9733
6/6/2020,Uttar Pradesh,355085,342360,10103
6/7/2020,Uttar Pradesh,360258,346684,10536
6/8/2020,Uttar Pradesh,380723,366630,10947
6/9/2020,Uttar Pradesh,391286,377667,11335
6/10/2020,Uttar Pradesh,404637,390841,11610
6/11/2020,Uttar Pradesh,420669,405442,12088
6/12/2020,Uttar Pradesh,435601,421499,12619
6/13/2020,Uttar Pradesh,449616,433754,13118
6/14/2020,Uttar Pradesh,467702,442598,13615
6/15/2020,Uttar Pradesh,466081,,14091
6/16/2020,Uttar Pradesh,480047,,14598
6/17/2020,Uttar Pradesh,496206,,15181
6/18/2020,Uttar Pradesh,515280,,15785
6/19/2020,Uttar Pradesh,532505,,16594
6/20/2020,Uttar Pradesh,542972,,17135
6/21/2020,Uttar Pradesh,560697,,17731
6/22/2020,Uttar Pradesh,574304,,18322
6/23/2020,Uttar Pradesh,588186,,18893
6/24/2020,Uttar Pradesh,603390,,19557
6/25/2020,Uttar Pradesh,620954,,20193
6/26/2020,Uttar Pradesh,642833,,20943
6/27/2020,Uttar Pradesh,663096,,21549
6/28/2020,Uttar Pradesh,684296,,22147
6/29/2020,Uttar Pradesh,707839,,22828
6/30/2020,Uttar Pradesh,727793,,23492
7/1/2020,Uttar Pradesh,758915,,24056
7/2/2020,Uttar Pradesh,781584,,24825
7/3/2020,Uttar Pradesh,810991,,25797
7/4/2020,Uttar Pradesh,834991,,26554
7/5/2020,Uttar Pradesh,887997,,27707
7/6/2020,Uttar Pradesh,917114,,28636
7/7/2020,Uttar Pradesh,947453,,29968
7/8/2020,Uttar Pradesh,1003280,,31156
7/9/2020,Uttar Pradesh,1036106,,32362
7/10/2020,Uttar Pradesh,1074112,,33700
7/11/2020,Uttar Pradesh,1116466,,35092
7/12/2020,Uttar Pradesh,1156089,,36476
7/13/2020,Uttar Pradesh,1192089,,38130
7/14/2020,Uttar Pradesh,1231939,,39724
7/15/2020,Uttar Pradesh,1277241,,41383
7/16/2020,Uttar Pradesh,1325327,,43441
7/17/2020,Uttar Pradesh,1379534,,
7/18/2020,Uttar Pradesh,1426303,,47036
7/19/2020,Uttar Pradesh,1470426,,49286
7/20/2020,Uttar Pradesh,1513827,,51160
7/21/2020,Uttar Pradesh,1554116,,
7/22/2020,Uttar Pradesh,1600000,,55588
7/23/2020,Uttar Pradesh,1654651,,58104
7/24/2020,Uttar Pradesh,1705348,,60771
7/25/2020,Uttar Pradesh,1762416,,63742
7/26/2020,Uttar Pradesh,1834297,,67048
7/27/2020,Uttar Pradesh,1941259,,70493
7/28/2020,Uttar Pradesh,2033089,,73951
7/29/2020,Uttar Pradesh,2120843,,77334
7/30/2020,Uttar Pradesh,2209810,,81039
7/31/2020,Uttar Pradesh,2325428,,
8/1/2020,Uttar Pradesh,2418809,,89068
8/2/2020,Uttar Pradesh,2533631,,92921
8/3/2020,Uttar Pradesh,2623260,,97362
8/4/2020,Uttar Pradesh,2689973,,100310
8/6/2020,Uttar Pradesh,2797687,,108974
8/7/2020,Uttar Pradesh,2893424,,113440
8/8/2020,Uttar Pradesh,2996406,,118038
8/9/2020,Uttar Pradesh,3118567,,
8/10/2020,Uttar Pradesh,3209587,,126722
8/11/2020,Uttar Pradesh,3314435,,
8/12/2020,Uttar Pradesh,3412346,,
8/13/2020,Uttar Pradesh,3501127,,
8/14/2020,Uttar Pradesh,3598210,,
8/15/2020,Uttar Pradesh,3695700,,
8/16/2020,Uttar Pradesh,3786633,,
8/17/2020,Uttar Pradesh,3872640,,
8/18/2020,Uttar Pradesh,3966848,,
8/19/2020,Uttar Pradesh,4075174,,
8/20/2020,Uttar Pradesh,4184690,,
8/21/2020,Uttar Pradesh,4294980,,
8/22/2020,Uttar Pradesh,4420101,,
8/23/2020,Uttar Pradesh,4551619,,
8/24/2020,Uttar Pradesh,4674620,,
8/25/2020,Uttar Pradesh,4796488,,
8/26/2020,Uttar Pradesh,4941679,,
8/27/2020,Uttar Pradesh,5080205,,
8/28/2020,Uttar Pradesh,5202557,,
8/29/2020,Uttar Pradesh,5350704,,
8/30/2020,Uttar Pradesh,5490354,,
4/2/2020,Uttarakhand,678,554,7
4/7/2020,Uttarakhand,1289,1092,32
4/9/2020,Uttarakhand,1531,1235,35
4/10/2020,Uttarakhand,1688,1320,35
4/11/2020,Uttarakhand,1705,1340,35
4/12/2020,Uttarakhand,1820,1452,35
4/13/2020,Uttarakhand,1998,1665,35
4/14/2020,Uttarakhand,2174,1838,35
4/15/2020,Uttarakhand,2413,2022,37
4/16/2020,Uttarakhand,2593,2210,37
4/17/2020,Uttarakhand,2831,2420,40
4/18/2020,Uttarakhand,3158,2710,42
4/19/2020,Uttarakhand,3344,3046,44
4/20/2020,Uttarakhand,3677,3228,46
4/21/2020,Uttarakhand,4061,3445,46
4/22/2020,Uttarakhand,4275,3664,46
4/23/2020,Uttarakhand,4473,3879,47
4/24/2020,Uttarakhand,4767,4239,48
4/25/2020,Uttarakhand,5194,4423,48
4/26/2020,Uttarakhand,5277,4675,50
4/27/2020,Uttarakhand,5463,4912,51
4/28/2020,Uttarakhand,5739,5212,52
4/29/2020,Uttarakhand,6046,5547,54
4/30/2020,Uttarakhand,6565,6100,57
5/1/2020,Uttarakhand,7042,6533,57
5/2/2020,Uttarakhand,7369,6786,59
5/3/2020,Uttarakhand,7578,6986,60
5/4/2020,Uttarakhand,7806,7134,60
5/5/2020,Uttarakhand,8060,7357,61
5/6/2020,Uttarakhand,8346,7698,61
5/7/2020,Uttarakhand,8783,8138,61
5/8/2020,Uttarakhand,9116,8485,61
5/9/2020,Uttarakhand,9386,8659,67
5/10/2020,Uttarakhand,9668,8990,68
5/11/2020,Uttarakhand,9915,9151,68
5/12/2020,Uttarakhand,10471,9390,68
5/13/2020,Uttarakhand,10792,9750,70
5/14/2020,Uttarakhand,11294,10157,75
5/15/2020,Uttarakhand,12045,10523,79
5/16/2020,Uttarakhand,12597,10990,88
5/17/2020,Uttarakhand,13212,11316,92
5/18/2020,Uttarakhand,13870,11812,93
5/19/2020,Uttarakhand,14691,12242,104
5/20/2020,Uttarakhand,15503,12945,120
5/21/2020,Uttarakhand,16528,13808,132
5/22/2020,Uttarakhand,18008,14960,151
5/23/2020,Uttarakhand,19248,15757,173
5/24/2020,Uttarakhand,20969,16640,293
5/25/2020,Uttarakhand,22117,17315,332
5/26/2020,Uttarakhand,23076,18193,400
5/27/2020,Uttarakhand,23975,18645,438
5/28/2020,Uttarakhand,25380,19702,493
5/29/2020,Uttarakhand,26951,20636,602
5/30/2020,Uttarakhand,28433,21512,727
5/31/2020,Uttarakhand,30438,22546,802
6/1/2020,Uttarakhand,31703,23400,929
6/2/2020,Uttarakhand,33081,24262,999
6/3/2020,Uttarakhand,34413,25385,1066
6/4/2020,Uttarakhand,35117,26093,1145
6/5/2020,Uttarakhand,35967,27184,1215
6/6/2020,Uttarakhand,36638,28172,1245
6/7/2020,Uttarakhand,37166,28945,1341
6/8/2020,Uttarakhand,39133,30620,1380
6/9/2020,Uttarakhand,40264,31945,1488
6/10/2020,Uttarakhand,40872,33369,1560
6/11/2020,Uttarakhand,41888,34604,1637
6/12/2020,Uttarakhand,42783,35670,1692
6/13/2020,Uttarakhand,44040,36834,1759
6/14/2020,Uttarakhand,45344,37554,1816
6/15/2020,Uttarakhand,46573,38643,1836
6/16/2020,Uttarakhand,47870,39552,1912
6/17/2020,Uttarakhand,49462,40434,1985
6/18/2020,Uttarakhand,50796,42008,2079
6/19/2020,Uttarakhand,53155,43438,2127
6/20/2020,Uttarakhand,54512,45131,2278
6/21/2020,Uttarakhand,55819,46286,2324
6/22/2020,Uttarakhand,56724,47852,2401
6/23/2020,Uttarakhand,58338,49478,2505
6/24/2020,Uttarakhand,59616,50950,2568
6/25/2020,Uttarakhand,61165,52289,2642
6/26/2020,Uttarakhand,62500,54007,2725
6/27/2020,Uttarakhand,63960,54918,2791
6/28/2020,Uttarakhand,64984,55892,2823
6/29/2020,Uttarakhand,66396,56715,2831
6/30/2020,Uttarakhand,69024,57862,2881
7/1/2020,Uttarakhand,70032,59350,2947
7/2/2020,Uttarakhand,72104,60555,2984
7/3/2020,Uttarakhand,73738,62340,3048
7/4/2020,Uttarakhand,76878,64801,3093
7/5/2020,Uttarakhand,78306,66407,3124
7/6/2020,Uttarakhand,79605,67731,3161
7/7/2020,Uttarakhand,81447,69926,3230
7/8/2020,Uttarakhand,83900,72862,3258
7/9/2020,Uttarakhand,86458,74975,3305
7/10/2020,Uttarakhand,89179,77553,3373
7/11/2020,Uttarakhand,92198,80882,3417
7/12/2020,Uttarakhand,94121,83089,3537
7/13/2020,Uttarakhand,96123,84912,3608
7/14/2020,Uttarakhand,98878,86747,3686
7/15/2020,Uttarakhand,102529,89212,3785
7/16/2020,Uttarakhand,109784,95745,3982
7/17/2020,Uttarakhand,113846,98551,4102
7/18/2020,Uttarakhand,116694,101613,4276
7/19/2020,Uttarakhand,119345,104118,4515
7/20/2020,Uttarakhand,123000,106350,4642
7/21/2020,Uttarakhand,127098,108488,4849
7/22/2020,Uttarakhand,129783,112210,5300
7/23/2020,Uttarakhand,132840,115683,5445
7/24/2020,Uttarakhand,135447,119647,5717
7/25/2020,Uttarakhand,139229,124153,5961
7/26/2020,Uttarakhand,141431,126505,6104
7/27/2020,Uttarakhand,145627,130531,6328
7/28/2020,Uttarakhand,150065,134376,6587
7/29/2020,Uttarakhand,154984,138706,6866
7/30/2020,Uttarakhand,163683,146230,7065
7/31/2020,Uttarakhand,168113,149507,7183
8/1/2020,Uttarakhand,172477,153471,7447
8/2/2020,Uttarakhand,175881,156823,7593
8/3/2020,Uttarakhand,178595,159414,7800
8/4/2020,Uttarakhand,182335,162715,8008
8/5/2020,Uttarakhand,186966,165690,8254
8/6/2020,Uttarakhand,190898,169634,8552
8/7/2020,Uttarakhand,199081,177042,8901
8/8/2020,Uttarakhand,205565,183248,9402
8/9/2020,Uttarakhand,209627,186531,9632
8/10/2020,Uttarakhand,218838,193925,10021
8/11/2020,Uttarakhand,225618,200671,
8/12/2020,Uttarakhand,232259,206898,
8/13/2020,Uttarakhand,242150,214203,11302
8/14/2020,Uttarakhand,251236,221085,11615
8/15/2020,Uttarakhand,256008,225614,11940
8/16/2020,Uttarakhand,260790,229387,12175
8/17/2020,Uttarakhand,265748,235055,
8/18/2020,Uttarakhand,273357,240454,
8/19/2020,Uttarakhand,279961,245055,
8/20/2020,Uttarakhand,286330,250500,
8/21/2020,Uttarakhand,294279,258971,14083
8/22/2020,Uttarakhand,301813,266862,
8/23/2020,Uttarakhand,307803,273208,
8/24/2020,Uttarakhand,316265,281202,
8/25/2020,Uttarakhand,325384,288263,
8/26/2020,Uttarakhand,334979,296427,
8/27/2020,Uttarakhand,348897,308314,
8/28/2020,Uttarakhand,361389,316968,
8/29/2020,Uttarakhand,376747,330242,
8/30/2020,Uttarakhand,384796,337445,
4/1/2020,West Bengal,659,568,37
4/4/2020,West Bengal,1042,,
4/6/2020,West Bengal,1301,,
4/7/2020,West Bengal,1487,,
4/9/2020,West Bengal,1889,,
4/10/2020,West Bengal,2095,,
4/11/2020,West Bengal,2286,,126
4/12/2020,West Bengal,2523,,134
4/13/2020,West Bengal,2793,,152
4/14/2020,West Bengal,3081,,190
4/15/2020,West Bengal,3470,,213
4/16/2020,West Bengal,3811,,231
4/17/2020,West Bengal,4212,,255
4/18/2020,West Bengal,4630,,287
4/19/2020,West Bengal,5045,,310
4/20/2020,West Bengal,5469,,339
4/21/2020,West Bengal,6182,,392
4/22/2020,West Bengal,7037,,423
4/23/2020,West Bengal,7990,,456
4/24/2020,West Bengal,8933,,514
4/25/2020,West Bengal,9880,,571
4/26/2020,West Bengal,10893,,611
4/27/2020,West Bengal,12043,,649
4/28/2020,West Bengal,13223,,697
4/29/2020,West Bengal,14620,,725
4/30/2020,West Bengal,16525,,758
5/1/2020,West Bengal,18566,,
5/2/2020,West Bengal,20976,,795
5/3/2020,West Bengal,22915,,922
5/4/2020,West Bengal,25116,,1259
5/5/2020,West Bengal,27571,,1344
5/6/2020,West Bengal,30141,,1456
5/7/2020,West Bengal,32752,,1548
5/8/2020,West Bengal,35767,,1678
5/9/2020,West Bengal,39368,,1786
5/10/2020,West Bengal,43414,,1939
5/11/2020,West Bengal,47615,,2063
5/12/2020,West Bengal,52622,,2173
5/13/2020,West Bengal,57632,,2290
5/14/2020,West Bengal,62837,,2377
5/15/2020,West Bengal,69543,,2461
5/16/2020,West Bengal,77288,,2576
5/17/2020,West Bengal,85956,,2677
5/18/2020,West Bengal,93570,,2825
5/19/2020,West Bengal,102282,,2961
5/20/2020,West Bengal,111002,,3103
5/21/2020,West Bengal,115244,,3197
5/22/2020,West Bengal,120599,,3332
5/23/2020,West Bengal,129608,,3459
5/24/2020,West Bengal,138824,,3667
5/25/2020,West Bengal,148049,,3816
5/26/2020,West Bengal,157277,,4009
5/27/2020,West Bengal,166513,,4192
5/28/2020,West Bengal,175769,,4536
5/29/2020,West Bengal,185051,,4813
5/30/2020,West Bengal,194397,,5130
5/31/2020,West Bengal,203751,,5501
6/1/2020,West Bengal,213231,,5772
6/2/2020,West Bengal,222726,,6168
6/3/2020,West Bengal,232225,,6508
6/4/2020,West Bengal,241831,,6876
6/5/2020,West Bengal,251517,,7303
6/6/2020,West Bengal,261288,,7738
6/7/2020,West Bengal,271074,,8187
6/8/2020,West Bengal,280098,,8613
6/9/2020,West Bengal,287900,,8985
6/10/2020,West Bengal,297419,,9328
6/11/2020,West Bengal,306941,,9768
6/12/2020,West Bengal,315699,,10244
6/13/2020,West Bengal,324707,,10698
6/14/2020,West Bengal,333733,,11087
6/15/2020,West Bengal,343242,,11494
6/16/2020,West Bengal,351754,,11909
6/17/2020,West Bengal,360976,,12300
6/18/2020,West Bengal,370291,,12735
6/19/2020,West Bengal,380612,,13090
6/20/2020,West Bengal,390942,,13531
6/21/2020,West Bengal,401491,,13945
6/22/2020,West Bengal,410854,,14358
6/23/2020,West Bengal,420277,,14728
6/24/2020,West Bengal,429766,,15173
6/25/2020,West Bengal,439258,,15648
6/26/2020,West Bengal,448795,,16190
6/27/2020,West Bengal,458343,,16711
6/28/2020,West Bengal,468906,,17283
6/29/2020,West Bengal,478419,,17907
6/30/2020,West Bengal,488038,,18559
7/1/2020,West Bengal,497596,,19170
7/2/2020,West Bengal,508001,,19819
7/3/2020,West Bengal,519054,,20488
7/4/2020,West Bengal,530072,,21231
7/5/2020,West Bengal,541088,,22126
7/6/2020,West Bengal,552007,,22987
7/7/2020,West Bengal,562137,,23837
7/8/2020,West Bengal,572523,,24823
7/9/2020,West Bengal,583328,,25911
7/10/2020,West Bengal,593967,,27109
7/11/2020,West Bengal,605370,,28453
7/12/2020,West Bengal,617079,,30013
7/13/2020,West Bengal,627438,,31448
7/14/2020,West Bengal,638540,,32838
